tanggal,suhu,kelembaban,penjualan
2025-07-12,27.91928485234862,53.01011439447091,104.90118857608864
2025-07-13,26.449636466508405,52.16256739590021,104.87053397204862
2025-07-14,26.301196784354705,52.91474804522554,97.2177004370652
2025-07-15,24.914226834388902,49.92607533371959,93.8298094081055
2025-07-16,24.346336821518058,49.55997102585693,93.61398140699146
2025-07-17,23.378068861602877,50.35031145763399,89.76518145110904
2025-07-18,23.142691713177985,50.89178818096315,90.75509816868484
2025-07-19,21.952539847331227,53.23083918047057,90.02480366664358
2025-07-20,20.485282062106585,55.382732430012275,95.29196485865117
2025-07-21,20.125027829736265,56.875587775718586,96.1563843016454
2025-07-22,20.577220321102192,60.05106221298922,97.66766827901786
2025-07-23,20.355022388519927,60.811068831331966,100.40738100236103
2025-07-24,20.564783181573027,62.74271929125089,107.08764293621415
2025-07-25,19.86139495892239,64.41873152313967,109.79750503608355
2025-07-26,21.272112810413542,65.05867153735404,114.86278376454199
2025-07-27,21.692058283934767,66.52240221944099,118.05729666356082
2025-07-28,23.106279084142635,67.95629664578833,119.15590448201607
2025-07-29,23.911366351089743,71.08290407900282,125.94570438864938
2025-07-30,25.455089454046288,70.89526027288993,128.49198458476292
2025-07-31,26.198167561684446,71.15644007373105,133.09755414461668
2025-08-01,27.426847196433492,67.80324292183151,135.50676330508955
2025-08-02,27.705716713094404,66.12154525396343,132.50387735006328
2025-08-03,28.24350099942783,66.03124974345452,134.35005803021417
2025-08-04,29.12510217232091,65.17581895329606,135.80732938171326
2025-08-05,29.746772374545046,63.58886021865932,129.0156980130165
2025-08-06,30.162185344618905,62.093256788644666,130.95093899705824
2025-08-07,31.102263952186796,59.238995038130746,122.83365636930309
2025-08-08,29.734154005645443,58.65249883690614,119.98958039776116
2025-08-09,28.852154518675796,54.77739431905165,115.34738663967758
2025-08-10,28.542733239537288,52.39561471836964,111.0637418695392
2025-08-11,27.707128274139325,50.2286118407561,104.91455605697178
2025-08-12,27.274423952265735,49.97557406547854,101.47562077311646
2025-08-13,25.26915994686648,50.46064195364707,97.0841862224909
2025-08-14,25.031630997100194,49.11127974264637,96.34032099320115
2025-08-15,24.038694814893912,51.1552664561972,93.9710578196129
2025-08-16,23.08240730272115,52.276873129611424,96.22343747395269
2025-08-17,21.762415704054963,49.54024315102391,93.65626478157131
2025-08-18,21.16531500774505,54.172746236909006,90.2714339576494
2025-08-19,19.95784252658654,52.760395941338274,92.8556401947043
2025-08-20,19.998057476843133,57.31132911134083,96.51552743312001
2025-08-21,19.75595978515027,60.17958593151715,97.43318069664984
2025-08-22,20.235415546289342,61.11014073902008,100.9907285286999
2025-08-23,19.666626202613273,61.81048077054522,104.8598791031238
2025-08-24,21.060472031932804,64.41456879572223,111.32118866955983
2025-08-25,22.031518144858715,66.42966061787769,112.54974057678852
2025-08-26,21.026081226030847,67.9079251599595,117.12535367165701
2025-08-27,23.17944615001003,68.93255773565932,123.50981436018547
2025-08-28,24.29889556342631,69.67159322802874,126.98729510304497
2025-08-29,24.68128148722384,70.21348004891017,129.64922595948252
2025-08-30,25.840922546924393,68.57290235360483,130.8892187577093
2025-08-31,26.967242926585527,68.8934347465558,135.19834788246226
2025-09-01,27.790030821761505,69.60843111410516,138.12967298832822
2025-09-02,28.561217642863394,66.3066606404461,134.38497687073024
2025-09-03,28.492125115757197,64.55616390684483,131.63272945496027
2025-09-04,30.331448363867324,64.16836724746373,132.15494202660787
2025-09-05,30.512418772859778,58.486099966332446,126.6839469575263
2025-09-06,29.56592734723927,60.13609396861182,122.27127907176481
2025-09-07,29.02207041757452,56.27792629824541,119.65323658773737
2025-09-08,29.590659457148586,55.16392857245262,110.5733370666579
2025-09-09,28.427830142480428,53.405015292332585,108.6753917939665
2025-09-10,28.009902843122763,52.852298175470935,106.04537571343769
2025-09-11,26.87401900680646,50.59695067733865,99.75100679162026
2025-09-12,26.385327829623886,49.54049821109749,96.91242453280414
2025-09-13,25.347374571827995,51.297845790651095,94.97077091484005
2025-09-14,23.597642856679432,47.85435017552076,89.80453102442382
2025-09-15,22.274634806923487,50.884879605279224,90.55551897005766
2025-09-16,21.2696045398701,50.561904633621396,89.59734085783094
2025-09-17,21.589465562166637,52.54712054815485,91.55400613590724
2025-09-18,20.075443352185808,57.01125668146308,94.57306943689954
2025-09-19,19.991309241374896,56.865234629794614,94.862926186788
2025-09-20,19.729233503933376,59.14978506447488,97.40073795004847
2025-09-21,20.001106875023865,59.263721776970975,101.21176626402256
2025-09-22,19.276577515600973,62.36112528495475,105.01649042432014
2025-09-23,20.76426227947472,65.19655740072876,107.4050532384944
2025-09-24,21.54622138453013,67.0460637567018,113.7741825926931
2025-09-25,22.105284782059943,68.70705649814272,118.93379687098513
2025-09-26,22.810873698771744,69.14408247534357,119.64314187978724
2025-09-27,24.00914162904558,70.30848021579271,127.950829838378
2025-09-28,25.199523172820054,70.45378191263569,131.59193335148433
2025-09-29,24.653262075875432,67.95173559633353,129.77223887789359
2025-09-30,28.011639369504348,69.17246029833616,133.2927989427304
2025-10-01,28.133972922806333,68.85807235148218,132.27752685882143
2025-10-02,28.38951983619347,67.2811858843231,134.88505794721846
2025-10-03,29.134650331328384,64.63614119002924,130.21790089095373
2025-10-04,30.002153470150358,62.28454343621013,130.03385998147445
2025-10-05,29.914557507324183,59.92697270835492,125.74544178264915
2025-10-06,28.95726724295062,58.82366135578205,123.56823826304874
2025-10-07,30.787529012155435,58.04290993581031,116.88188984682095
2025-10-08,29.27485669030597,53.04819589851844,118.23395223390787
2025-10-09,29.225810483244885,52.64880220668195,109.45306984324036
2025-10-10,27.59290133757018,50.77002760082377,106.65258803873564
2025-10-11,27.801871742501906,51.64950294481449,102.49666478622278
2025-10-12,26.18273029853494,49.66421436609064,97.35218294719893
2025-10-13,25.30442191723772,49.52936234184521,94.04723098918906
2025-10-14,23.437814862837715,50.0015744227253,94.88334470166903
2025-10-15,23.571889429462363,51.309938674468775,90.9650086876429
2025-10-16,22.40598282080504,51.51744105810088,91.77841069663873
2025-10-17,21.935198987395534,50.26255088161148,90.0730686609629
2025-10-18,20.355829201257034,55.543311891387454,91.11053143675157
2025-10-19,20.00420385929385,57.348873013922514,95.46885896293745
2025-10-20,21.17934887200061,58.7351743389922,99.94448858362007
2025-10-21,19.497382611797857,59.96124801200456,100.41036241369397
2025-10-22,20.176742568185066,63.44195005443081,102.16794765708906
2025-10-23,21.23831866237915,65.37923553353558,113.67147088666614
2025-10-24,21.333138356470457,66.2212731808877,112.18409311173644
2025-10-25,22.352550578414284,67.87343847317395,115.35675248614562
2025-10-26,22.76659226998954,68.20529807390166,127.55137030601855
2025-10-27,24.145469489834944,69.60288691525072,125.47962333543909
